<<<<<<< HEAD
0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1 
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 
1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 
1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 
1 1 1 1 1 1 0 0 1 0 1 0 0 0 1 0 
1 1 1 1 1 0 0 0 0 1 0 0 0 1 0 0 
1 1 1 1 1 0 1 0 0 1 0 0 0 0 0 0 
1 1 1 1 1 0 0 0 0 1 0 0 1 1 1 1 
1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 
1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 
=======
0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 0 
0 0 0 1 0 0 1 1 1 0 1 1 1 1 0 1 
0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 
0 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 
0 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 
0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
0 0 0 1 1 1 1 1 1 0 1 1 1 1 0 1 
0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
0 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 
0 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 
0 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 
0 0 0 1 1 1 1 1 1 1 1 1 0 1 0 1 
0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
0 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 
0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
0 0 0 1 1 1 1 1 1 1 0 1 0 1 1 1 
0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 
>>>>>>> 267dbeba71a45a7ffb800a008d4ca12da1e4e29e
